Lemma	T19_Kendall_w2v	T19_Jaccard_w2v	T19_NDCG_w2v	T19_w2v	T19_Kendall_ft	T19_Jaccard_ft	T19_NDCG_ft	T19_ft	TA_Kendall_ft	TA_Jaccard_ft	TA_NDCG_ft	TA_ft
услышать	0.3416930475637927	0.12359550561797752	0.38596978785248415	0.047704131082891295	0.2673007829290999	0.14942528735632185	0.4031129388266536	0.06023526672122411	0.34207037186344075	0.1111111111111111	0.3533626456036816	0.03926251617818684
сердитый	0.19632639534840052	0.03806228373702422	0.12273034582080478	0.004671397245774576	0.2560397504618179	0.04529616724738676	0.18911279870495987	0.008566084958761249	0.2157145011094856	0.0273972602739726	0.12091298408138122	0.0033126844953803073
стараться	0.28841917016069246	0.07913669064748201	0.29310341535509987	0.023195234308676968	0.28150855066051367	0.11524163568773234	0.33109250632638526	0.0381556419930035	0.2025897752888764	0.06382978723404255	0.27465170565310454	0.017530959935304544
вставать	0.23888527729804643	0.12359550561797752	0.3320939840843154	0.04104532387558954	0.2483578523093444	0.11940298507462686	0.3201920469301548	0.038231886200615496	0.0804077189225589	0.0273972602739726	0.06195522221982132	0.0016974033484882553
самый	0.10928937738424994	0.06382978723404255	0.2291238750778797	0.014624928196460406	0.18754132401393667	0.06382978723404255	0.228961800663744	0.014614583021090042	0.04006474741201564	0.030927835051546393	0.16230042892938693	0.0050196008947233075
большой	0.3153575373986294	0.09090909090909091	0.31442443330112835	0.02858403939101167	0.27327764393465404	0.0948905109489051	0.2749363467486182	0.026088850421401726	0.2978663479459657	0.06761565836298933	0.23631414383144528	0.015978536415649326
ненависть	0.34597670465819874	0.12359550561797752	0.3569573007576887	0.04411831807117501	0.3849836172161166	0.11940298507462686	0.356655358650358	0.04258571446571439	0.4209982330247919	0.1111111111111111	0.3641710920732374	0.04046345467480415
второй	0.37060016850793576	0.0989010989010989	0.34333779175258006	0.033956484898606816	0.2817184113655009	0.07526881720430108	0.292376217166535	0.022006812044792958	0.30318750665732397	0.041666666666666664	0.20984606466402264	0.008743586027667609
женщина	0.3629965613119161	0.1070110701107011	0.3730858702430517	0.039924318217891136	0.3499587918904398	0.11940298507462686	0.3713389558121891	0.04433897979847034	0.28814211159011843	0.041666666666666664	0.1976414592946012	0.008235060803941716
предмет	0.10759737078365181	0.041666666666666664	0.11867477873414972	0.004944782447256238	0.16798750150627484	0.07142857142857142	0.16304939856968825	0.011646385612120589	-0.05543951001233036	0.006711409395973154	0.012455158176027487	8.359166561092274e-05
смотреть	0.42558738862684037	0.1070110701107011	0.3828721325273016	0.040971556617312714	0.44116094195595046	0.0989010989010989	0.3618479150486468	0.03578715643338265	0.3510186598638579	0.07142857142857142	0.2933453983737565	0.020953242740982606
мысль	0.2735669451950982	0.1111111111111111	0.3094695337234652	0.03438550374705169	0.22309999403148686	0.0948905109489051	0.3055760642913828	0.028996268874364788	0.22869560678264858	0.034482758620689655	0.17474808616636572	0.006025796074702266
плотский	0.11371926698333841	0.056338028169014086	0.15266980579488126	0.008601115819429931	0.19442015321596284	0.06761565836298933	0.20611269823346287	0.013936445788027739	0.09038936678880759	0.0273972602739726	0.09776109532647513	0.0026783861733280854
любовь	0.20356532010236114	0.1583011583011583	0.3310559291738776	0.052406537050691045	0.2556766919971923	0.11524163568773234	0.30917544268674674	0.035629883729699434	0.3223843875414218	0.08303249097472924	0.2180342968013985	0.018103930781343557
избегать	0.1045740112469161	0.056338028169014086	0.16860079347669688	0.009498636252208275	0.18446388758151716	0.07142857142857142	0.1485081628087413	0.010607725914910092	0.1863906523179584	0.034482758620689655	0.08180783682710416	0.0028209598905897986
возбуждать	0.2871014035532397	0.1070110701107011	0.29866317783482293	0.03196026626276703	0.4068517739473117	0.11524163568773234	0.36365217760801555	0.04190787176895346	0.13786483021204493	0.013513513513513514	0.06660136462695615	0.0009000184409048129
жить	0.25645853108420635	0.07142857142857142	0.23500656993604457	0.016786183566860326	0.30399686513301905	0.12359550561797752	0.2725085320349081	0.03368082980206729	0.1880257636210608	0.04529616724738676	0.1719689593843095	0.0077895347456307445
пара	0.22015078905004057	0.0273972602739726	0.13525101024018696	0.0037055071298681356	0.2040692452655288	0.0273972602739726	0.13148523079989805	0.0036023350904081652	0.15973165756027857	0.006711409395973154	0.07597509641945557	0.0005098999759695005
оставлять	0.2856774677209446	0.0989010989010989	0.2977310145865475	0.029445924519548652	0.12800848280392052	0.0989010989010989	0.2721011168337776	0.026911099467076902	0.001663607977708115	0.0273972602739726	0.07123083319114436	0.0019515296764697084
друг	0.152673531929554	0.0989010989010989	0.23813536790449144	0.02355184957297168	0.18838455283397804	0.08695652173913043	0.19961715505991115	0.017358013483470533	0.16525172578567277	0.0273972602739726	0.08340001255317166	0.0022849318507718263
предлог	0.11958673575170546	0.06761565836298933	0.20005761620677312	0.013527027430351208	0.058692876442554824	0.06761565836298933	0.19105461723961642	0.012918283727945595	0.03332357258409921	0.0033444816053511705	0.010032682484402958	3.3554122021414577e-05
мужчина	0.37600123971011684	0.06761565836298933	0.21763237183443693	0.014715356102684348	0.31858065200756225	0.07913669064748201	0.24612220646030403	0.019477296914124777	0.22912668900224953	0.03806228373702422	0.17267133682085473	0.0065722654153266506
жена	0.3369883380169652	0.11524163568773234	0.35262589182635967	0.04063718455991505	0.36539595015283965	0.12359550561797752	0.36202641381783307	0.04474483766287824	0.2939746505175115	0.07526881720430108	0.2836988722292118	0.02135367855488691
