Lemma	T19_w2v	T19_ft	TA_ft
убийство	0.013775708260885878	0.015444250229975297	0.006735840155495989
ужасный	0.035627592131122314	0.046175038910652284	0.01660324335210194
преступление	0.028486401685061436	0.02176016069414459	0.002745627545504024
редкий	0.0019413959309022976	0.013239974737624952	0.0023617013636736566
исключение	0.0029554694207349136	0.013450851134745657	0.0019400805695711338
известный	0.01159306916005616	0.016264009211701267	0.000956417173043529
называться	0.014746649832256835	0.02308084056547962	0.004350302387250639
война	0.02353967935036004	0.01580529224077419	0.0018308922752690766
признавать	0.051870050485602344	0.05524016753239578	0.023829075475908894
законный	0.004646338212446947	0.01092983852342123	2.084639086121974e-06
грабеж	0.007064295966545179	0.011038784068873264	0.0032314871442942917
содействовать	0.02434935433724491	0.022279113571155383	0.004979315823051387
участвовать	0.012424470890501636	0.027241897541057682	0.0035581730378139408
гордиться	0.049559356744677416	0.041803830919802505	0.019902530442772317
повторяться	0.021905029575218837	0.04070038748382097	0.0025748156624799284
явление	0.005686317509720575	0.011101324101293377	0.0014002172783942664
огромный	0.009625664612694759	0.012184638730115806	0.004697382566451927
большинство	0.017293183687760588	0.01564369766259575	0.0021851645283538514
тяжесть	0.00918373553108499	0.013284076762402654	0.00047236463205426864
поставлять	0.03905877300272319	0.032286406984535596	0.004117371556136486
положение	0.037502470299320974	0.03524157820062551	0.0005691804843833596
отдельно	0.006969357668492218	0.02898077309048439	0.0029289552924885334
плохо	0.030130258351197734	0.03094255232055108	0.017593549000326416
приготовление	0.006218965484326921	0.017178940094855228	0.0004663236037751575
заставлять	0.024535189445082792	0.023826271466686633	0.0008953030259300393
совершать	0.016012533805350098	0.02784482153508624	0.009305494920309444
роскошь	0.005765640942784721	0.012114052072920897	0.0010001122415832992
праздность	0.01835860259947372	0.013136186274187075	0.0023624981537367735
обман	0.02016598048264751	0.019940519977498756	0.0027854656479337813
происходить	0.02586357069825244	0.0475092601317144	0.007906797735388223
давно	0.023233737302951276	0.048024260895223166	0.009549891537691804
доходить	0.03817433834018613	0.04136784219794559	0.002160668466565407
степень	0.02356958476783529	0.013701720939303977	2.614660107044032e-05
доля	0.008015457598486396	0.004017200244412108	0.00021690579038308863
произведение	0.019003799329866077	0.010283481585348595	0.002521892247363982
употребляться	0.014732481423484862	0.015140076782385289	0.002400743325126918
государство	0.019998372239588072	0.02531018817780433	0.0006152122928728683
европа	0.022791095495054453	0.020054663882982514	0.006627267842572294
отношение	0.04177136717899139	0.05235566697548058	0.0026428484122779745
приводить	0.041192856876482706	0.049016594900474185	0.0053341021006653305
повод	0.00146257649273661	0.008079397562858295	1.8938359208824626e-05
страна	0.013999314095690541	0.009998424116953914	0.0021722151783253947
грабить	0.013376651478160655	0.015471998762663386	0.001473116770891228
страх	0.06502573603253817	0.04471309569892855	0.024948906370454823
всеобщий	0.008080299189149353	0.020429684601229663	0.00015273996575005614
взаимный	0.01210081693132489	0.012724170022082369	0.0006424267603708833
очевидно	0.027406196880991957	0.04253145785862412	0.013633188002072858
оттого	0.04708938473648185	0.04193259560974484	0.0026994316067075128
масса	0.006679577033876422	0.0038078580672858144	2.7473405123361632e-05
выгодный	0.009564390540920972	0.011152394065654098	0.0029933302425896834
освобождаться	0.03130855191396886	0.05546050380298416	0.003017487646237117
подобный	0.011706506142101492	0.007365068968979365	0.002028754736253139
установление	0.018445834915773715	0.035769634145662275	0.006099398233454982
сначала	0.020036593857022406	0.027146288626556346	0.0010895675062456448
собираться	0.010700612745410258	0.021901873911683467	0.0037381779308658628
серьезный	0.013688501225631146	0.01128888839507372	0.0021763574423944855
лицо	0.013983118417242068	0.016839350554133298	0.0016274113324097738
рассуждать	0.03392619943925808	0.039278313847169566	0.019554944213986836
образ	0.009451529370817134	0.005412645885037296	0.00019334763318690725
уговаривать	0.005133964486030605	0.028632304221980633	0.001574943533377928
разбойник	0.007857286027740891	0.010876395396255045	0.003478166012273473
задавать	0.03128039178857725	0.020737252092047236	0.0013494016306702249
история	0.028141931323244208	0.019593140515835973	0.004151399530035583
право	0.016884446159020683	0.02751251912930583	0.001355294490207992
прогресс	0.012537521889599203	0.014795475917125815	0.00041331750918228543
выдумывать	0.009534212990589763	0.019529582938752385	0.0014257388771769372
отступление	0.00841073815238973	0.02592095480874811	0.0002020713013305176
нравственный	0.06882294387651222	0.027053888263066858	0.008342071642242377
последствие	0.03700621668008359	0.02940275873750026	0.003530306080606083
какой-нибудь	0.02600823434827577	0.03662583478240689	0.005935018439706692
сомнение	0.050292099101426804	0.060737773014658256	0.006346366135589756
какой-то	0.020215058799939626	0.03169584311380269	0.009394380696161529
трудный	0.0194952294101071	0.0254153603165084	0.00710540909799931
ясно	0.03898922938850807	0.07196675462372647	0.02493694573743988
например	0.008848162861244485	0.008409149924674434	0.00581453449072374
здоровый	0.03379084447454222	0.02038607511165752	0.00627717861740758
покойный	0.005354470245706468	0.007262050090518168	0.00014456950485179534
приезжать	0.07240498989400956	0.09081979556636977	0.044626221449307155
выгода	0.0292123157895362	0.020877464887447076	0.0023786466894915067
здоровье	0.020809121372445973	0.028444186410874803	0.004250453041205396
спокойствие	0.026299726086848736	0.02257174827092177	0.007113922928202271
честь	0.01946224699380936	0.018584368468065906	0.0010814982222935514
жалко	0.05032454723652025	0.0609783212615693	0.012392244821532148
подвергаться	0.014812715133745144	0.02120255788975483	0.003061929978350021
соблазн	0.028250626197438868	0.032132063478257256	0.006596093625530826
увлечение	0.010995492738406158	0.012830748635722776	0.005645161846836705
надеяться	0.050228946287552055	0.05014333429916864	0.02838943851756012
наверно	0.04108275852161333	0.0672104395514728	0.0033651592973866847
проигрывать	0.007920772188811827	0.006111966124305802	0.0002020713013305176
игра	0.007121988534865306	0.010090240219563184	4.849711231932422e-05
основывать	0.02357622218099285	0.02811693359162424	0.002370500000562324
несчастие	0.07124926639933188	0.04807055925168175	0.012327999236931446
важный	0.021103325076378705	0.021941564533662264	0.015254355501622215
заседание	0.006575339071377538	0.006975065760395976	0.0008891514019122532
обсуждать	0.02728811534410649	0.029437286182563947	0.01114030023504783
устраивать	0.028263040415195437	0.02969566384981162	0.0004550108821650849
учреждение	0.027637565917692137	0.03225711063134363	0.00046651425452970424
писать	0.029736419167206072	0.050479827781916446	0.009498200792652838
книга	0.05277036503491207	0.051109519986653085	0.014444720646755936
экономический	0.022847323668525262	0.018508718994271346	8.419637555438232e-05
др	0.0005083854827236926	0.0011302431864577197	0.00014554581646662214
надежда	0.011559369048187157	0.008630995040488339	0.002139668845505877
пьянство	0.01716714952870775	0.016843845002261344	0.0009001962200910289
составлять	0.026265907135563083	0.02598165754451043	0.0001166329697125365
сложный	0.002192601577537681	0.004955885745096424	0.000918658867274411
постараться	0.07027311987349022	0.06671523444648102	0.03242921695062267
собрание	0.010727324661715776	0.015107279687162047	0.0015039385478182368
разрешение	0.021127595613978947	0.0379850754309402	0.0004410190279464371
научный	0.021341860459330415	0.023486329971912388	0.000287663397015632
внешний	0.014118304431535545	0.008973210211208598	0.0005853189886453833
глупость	0.015227974554443188	0.012456531960888029	0.0034142573045718946
старательный	0.0007773441021722595	0.003977671568258648	0.0004353153653933363
существенный	0.018572464174920825	0.02012545331216076	0.0005086514215190392
бросаться	0.022904147107631754	0.023475107803868796	0.011402754795495408
воевать	0.007817506592315176	0.009215616063192001	0.0012916531269604541
очнуться	0.021317956880971187	0.02364635459134785	0.008138090598804758
грех	0.022796995178490417	0.01963872607554687	0.004280452993516783
древний	0.007903276960636108	0.008534917548033368	0.0008508266324141358
писатель	0.013170832049371906	0.013337954675859522	0.0010756919443494597
бал	0.014679909571922688	0.011963530962878345	0.0018450333782338195
назад	0.02508995580685041	0.02671027056459079	0.0047367899351925
разъяснять	0.033117641287647055	0.04321278170965082	0.013662010335225665
вред	0.019368249558846355	0.016527668316949753	0.0029219706368900783
безумие	0.008756732342398208	0.005568669954982161	0.0033089126457905354
военный	0.02254181007140333	0.005127215834352239	0.00037879381242263995
служба	0.027128788191914492	0.0219290665390248	0.00019421316516030695
отдельный	0.007834339210679874	0.02208886529408837	0.002044618658744294
целый	0.013166861243656045	0.005142647771894888	0.004188586638272827
общество	0.060245032367480626	0.037173955596141284	0.0022462775120909773
население	0.0059807899141848106	0.014533025357188268	0.000272405919203905
бороться	0.018706287373149562	0.022850175462807987	0.009068873936256472
русский	0.019115818864534565	0.0059090252179578645	0.00134592583251247
правительство	0.014093071030700646	0.015901462786053085	0.00206005754809471
уступать	0.01383767289267815	0.01389505703640772	0.00012293173842039778
требование	0.024061009021222577	0.0368918180151011	0.0023338073311354687
терпеть	0.023668421218073808	0.026200138595338346	0.008710702478605633
вид	0.0035485409752924976	0.004171108669571062	0.0001332903583429977
замечать	0.009383617589314048	0.02040726753245547	0.0045064308523681176
пожимать	0.0341554079500704	0.028055479518404876	0.010452753826269331
плечо	0.029561479550223698	0.034720975682226284	0.006676892019944316
высказывать	0.06630894777905971	0.05792231428093017	0.016930341937958452
сожаление	0.036972598299058274	0.029806697751737762	0.001859895116191102
неразумный	0.00376611801559989	0.015217507800330637	0.0011476741812355327
глупый	0.01966910467979955	0.024067491946603164	0.009857002784071135
хороший	0.0497885296686775	0.0357383790981914	0.008902271880587436
хвост	0.003843036158104546	0.0035764836999066475	0.0006069226815495131
поймать	0.009165471936053906	0.005899961540669292	0.0011521414921795944
возникать	0.022841490585694235	0.021166042910224243	0.007982489116228824
недоразумение	0.024046129733628952	0.03392747373026423	0.002212604602511859
разрешаться	0.014754533790073122	0.038545660750264214	0.0029583759620931543
вовсе	0.05949150257351668	0.039791465871363514	0.008071280617436165
напротив	0.013528391722617654	0.009812934170321199	0.00017996968486252708
содержать	0.002339423749621521	0.02012461299597616	0.0014317591982473128
войско	0.036578146339371294	0.03968750821489981	0.0132052364114785
отводить	0.012451171972590193	0.02726753895970427	0.001113584012782734
рабство	0.006396083651439888	0.016395350851937836	0.00021279092135929626
держать	0.022063430922759596	0.01868042718185112	0.006698276366534741
детский	0.01473592331226665	0.01048656691786347	5.2940405897370095e-05
патриотизм	0.004656959244141152	0.006944742959546158	0.0002568233432551829
христианство	0.05838063047587283	0.045291557206101736	0.006764407363373061
связывать	0.013570799724692306	0.012632747204294043	0.002623490037299628
наказание	0.03444714139761796	0.02425251075622465	0.005162006732770983
устанавливаться	0.013384065841953336	0.024149649415093587	0.0012628351715883003
близкий	0.02082472350843416	0.022055774691969045	0.00912278707921791
общение	0.030474976730759464	0.019485821310991653	0.00048623800093773833
разный	0.007379951960484197	0.011571224958657637	0.003945961486993588
преимущество	0.008159443553956855	0.01895136099090719	0.0006312427192727554
слишком	0.038565086614519045	0.03341395603862975	0.017199635056355987
очевидный	0.020425660784945027	0.014674371061874065	0.004113308333871538
религиозный	0.03484609107040101	0.03949530329736315	0.0045963234122514945
явно	0.0005049694913938114	0.0026543139108211786	0.00011065492570017073
запрещать	0.008652521558664306	0.011322146693403454	0.0013660095785497685
слава	0.01301647163575112	0.014688097341736215	0.0025108522846600113
действительный	0.016337058775129594	0.008128347464223973	0.0010587231964032753
препятствие	0.02586763544210749	0.028207557471344322	0.0023245470539832096
отказ	0.017754702586614875	0.02567134543192322	0.0037790066721523816
следствие	0.0028262335347623503	0.012532392636546184	0.001463781086876942
основание	0.032159015210136255	0.03026379169435519	0.00044145097182252927
кроме	0.03912569370981896	0.028899406052752874	0.0037004700836800893
гораздо	0.0640552915698989	0.05465766680433209	0.027147205973419502
тюрьма	0.019515583735797856	0.02236461669156312	0.002603190366506168
опасность	0.03884564193550094	0.029591176563625775	0.005938347980015572
попадать	0.008574441337961787	0.006175097283117303	0.003765485174808594
мучительный	0.02497881674384782	0.02377171333739617	0.009487911724870688
приговаривать	0.027757573004538242	0.026324966080563374	0.0023849204886142736
наверное	0.02905361345406983	0.028916398437774174	0.0011847377864598952
севастополь	0.004652639831486886	0.005406580027260562	5.388568035480469e-05
полк	0.04578938382532277	0.036580767201381745	0.014466461144191532
стоять	0.015926286962605632	0.022722848832787895	0.00764051509036196
пора	0.02041022198882813	0.019999152871752954	0.000514657710417642
случайность	0.024610042167108468	0.025132800819171953	0.002853096963789019
заболевать	0.01482633900586325	0.012810427754078865	0.004575414114276488
нездоровый	0.02341346572290108	0.028097548272100266	0.001639652722386909
оскорбление	0.023384014240165337	0.031646280323522555	0.004764208762461511
выдерживать	0.009156332912012692	0.013520637641834813	0.0014550475428051128
плохой	0.0380623861001406	0.039797261252677955	0.02418426330758334
во-вторых	0.02495119227391624	0.014570985047900395	0.0025346645703765622
рассчитывать	0.003339373377681535	0.005900353070263656	0.0021733467772442894
вследствие	0.015501514137035335	0.011344922519201295	0.0035712940882486
настолько	0.029749172676864548	0.032299492685430156	0.0013311948719990877
подчинение	0.018265414587445378	0.018474754058004014	0.002082692129229338
совершенно	0.0110226650536496	0.020164973609930453	0.005179755317837598
погибель	0.012906383613251013	0.028415264215797112	0.003976019903574742
значение	0.035853257017226775	0.030754329782946222	0.001571869893982391
поступок	0.015928157924982096	0.018412142165529683	0.0021914527428168237
представляться	0.026993125696090494	0.03642929196877051	0.008255658743031928
подать	0.002559853344737561	0.005336929615766059	0.00032434003049958967
великий	0.0036762253709230618	0.008172978261329423	0.00147403005465331
способ	0.012825593281686545	0.016405696667742456	0.0017672673811977206
человечество	0.052243503973788206	0.04636920655391225	0.0013817289427723737
общественный	0.04627291570581384	0.028102414556579434	0.0004904181261028285
выгодно	0.020902027125369444	0.035454093316498736	0.004683060901380105
невозможный	0.037940805128796225	0.03057842702290225	0.007090599394980972
столь	0.030138538245256984	0.04081480585664047	0.006067082212831046
бывать	0.04072842001220306	0.047635501324204826	0.0028341603722933837
действие	0.006386328799925974	0.02117362878410075	0.001723420551033817
физический	0.028685557697526166	0.019159867835311633	0.0027658627552175578
обещание	0.018315511277404474	0.04730416651740796	0.006741034391657583
чуждый	0.012795786181355488	0.016621453982737178	0.0007892444857009044
безнравственный	0.013422017670939907	0.011770843894892549	0.0006440776384910516
защита	0.003969997412258953	0.004491602269487808	0.0002020713013305176
дикий	0.007746042098287954	0.004526647965297412	0.0005673153888292017
желтый	0.0077247627447722626	0.008931919366749794	0.0026090113241141254
властвовать	0.010195487805862958	0.02565830323632742	0.002975870970859644
раздражать	0.01921652052374	0.03479629893283451	0.00949546790140362
пустой	0.007214516836917957	0.005550536110068163	0.0006292746374161504
достаточно	0.03421009804948733	0.04045262258932576	0.007631292758567488
рассуждение	0.03585178249789343	0.05845809161977548	0.003676020149156393
вообще	0.005733611855008605	0.017842021829099646	0.00033703494961720394
иной	0.0036381305251219714	0.004564962039121559	0.0007563607227337374
руководство	0.010183467714440229	0.01934629324071712	0.000655933384468901
деятельность	0.02991908802306139	0.023246212786954545	0.00040227512029299806
несомненный	0.020258166025623775	0.016428287493254628	0.0021400579373502078
совесть	0.021603944283913063	0.020379846265195227	0.002404139626586963
несомненно	0.014745660009649589	0.015005208017950356	0.012355200105754817
предстоять	0.02588020836022938	0.03793271050100238	0.003654178322762472
частица	0.0014261803764524324	0.002229874851382446	4.1667016677694097e-05
разум	0.05050313703182339	0.048809630011751544	0.004550084225454502
жаловаться	0.03249054301480319	0.01013512266392997	0.00792821639803789
основной	0.013062659219739233	0.015816559263965017	0.0008206580440462758
божеский	0.013607852472268858	0.022011953687906736	0.00015971258163535309
европейский	0.013796148658788011	0.011591067815737535	0.0031047185809149605
отрекаться	0.035639646879865844	0.05130587154739236	0.007685154427549972
приказание	0.03195485169125597	0.04744192731336172	0.008516948670245475
император	0.020129488036333774	0.019094337013792723	0.005468017835382542
министр	0.016803840331771184	0.01827897700292049	0.0027621886306353465
николай	0.058148419455652314	0.05887453081129363	0.04685829323166036
орудие	0.02142214769732249	0.01607991127873927	0.002358006988176806
разорять	0.007986429949857944	0.007588761998264849	0.0004305912422454929
каков	0.012007628264111956	0.015570259861964328	0.0024757261960489953
ужасно	0.07061000287448622	0.08628794117250005	0.02283028642739639
опоминаться	0.025821154415099457	0.022460305208018953	0.0013260634757269122
злодей	0.007044244484262924	0.01080262849284268	0.004049601059783261
человеческий	0.0316241620766813	0.028340854985653266	0.004023689726428774
достоинство	0.0326308582905418	0.023356541631486216	0.0010688396528510838
старый	0.010267807438747723	0.009784922423615084	0.0015529082081276759
имя	0.00973500661976982	0.008642773510728969	0.0023744411119373224
жестокий	0.018507242213003584	0.018146137585925478	0.006180164047872684
менее	0.03977575028275923	0.0355008168632361	0.006599715515237239
наука	0.03646859638066451	0.035748432334807165	0.002437466547713293
просвещение	0.024258704277529904	0.023063338084931877	2.1546177538555787e-05
продолжение	0.02016928748111711	0.015960335883290114	0.0018013157770358332
существующий	0.01546559969370929	0.017857806545649738	0.00044146296673422674
порядок	0.012750314103523029	0.016593129512910434	0.0005038038583862243
речь	0.034271578926106556	0.033304679549536836	0.0029718284066124513
усилие	0.02414344847861629	0.02638155845800975	0.0016424507201299658
убийца	0.008010706603006481	0.011352530036927924	0.004143574252495914
стоить	0.04375622382065237	0.024974006159178316	0.005353724288529731
ужас	0.04197599368224591	0.034373382756913436	0.019579277202375463
губить	0.010659617318732412	0.028978513135381648	0.0018806970137776953
развращать	0.006843801506618103	0.009422203814650804	0.0019159497630443399
мучить	0.018328937120047267	0.04073914763576302	0.007904560370346562
складываться	0.015532983298624225	0.019419529482287725	0.0005369417605036992
братский	0.014244553710136599	0.013054015263141228	0.000344948311485071
уставать	0.030158913647679156	0.033034426443738364	0.0024426975335685094
противоречие	0.014126793702742054	0.023725549395632244	0.000579912975468853
соображение	0.05069475330167086	0.053398307195515554	0.0028404024928452235
предположение	0.04069268167805161	0.05885210525776695	0.008306367241126874
справедливость	0.014708813568366777	0.021311256116765015	0.0018984111198619537
творить	0.00778856904690285	0.02042928676433701	0.0012424212321271993
сие	0.0008646619818605542	0.0025781990619214053	2.348531262925099e-05
дорога	0.024618462223521008	0.019211585259457375	0.0009691199706443427
осуществление	0.021155486206663444	0.041860362782555186	0.0016781241583505094
писаться	0.015334811547161173	0.029159311577585646	0.0012952853697622093
статья	0.04668388247495723	0.06475426462713678	0.007769379737405698
брошюра	0.04816564610720929	0.05100644120301423	0.004285379394031489
сторона	0.022793509168553498	0.010949002776660154	0.0018306033495842035
образованный	0.01301296500002961	0.016469148986367005	0.001715478992823816
безумный	0.006350588108993305	0.015136315048232107	0.003381015535188671
уничтожение	0.018120076611164385	0.02476367038364756	0.0021327982689022147
кончать	0.019009003351924486	0.02074928812632053	6.591780357150546e-06
г-н	0.002781487560349313	0.004598537430987613	4.845921719470357e-06
опровергать	0.04248625032366236	0.0443477803659201	0.0234999095455332
доказывать	0.0631787618003208	0.08773786487457116	0.02437140211561558
поддерживать	0.01217020744405504	0.0228540584776274	0.0034610506386919698
высокий	0.014006966784651848	0.01074360041060145	0.0033374934675812493
низкий	0.017373209666868925	0.0124707544021307	0.002169642273181195
столкновение	0.02826356592342697	0.023249813847717658	0.000386667874025296
бессмысленный	0.020516581428488452	0.018547014797641804	0.003507650257946429
удивительный	0.018231366403497273	0.028673412850229344	0.011438673373039913
рядом	0.012380418936835893	0.023583471377178002	0.002896225747060933
образовывать	0.002799488523100854	0.008739088206464777	0.0006579288182933733
готовиться	0.03553046516869874	0.030494140867341788	0.005971006114380886
особенный	0.021201493308729474	0.037936811140158004	0.006984153808385999
сословие	0.012854717114385197	0.02023227131495812	0.00024115839582601346
выражаться	0.013638138251301892	0.026813780912350982	0.005772599407336573
сметь	0.010820967172923754	0.03301818404777453	0.0009913142742471663
офицер	0.035118155541739846	0.04272389897532205	0.014738959650037261
пьяный	0.003040548281646547	0.008807310649847465	6.879122815949795e-05
мундир	0.01970026267250341	0.02745145763684514	0.008686372557072268
солдат	0.03970607357370662	0.04386211522084747	0.008194087108462353
житель	0.0020050053400905593	0.0013573143613406083	3.712095740385193e-05
немецкий	0.00895475426954259	0.009008699731007463	0.003036024578886838
сидеть	0.01882022262778545	0.025505793142915824	0.01081736561759739
молодой	0.008942274765841998	0.019258756180604325	0.003703394868712113
час	0.07210564287291635	0.06259750750186083	0.014501485495557038
ночь	0.03833293892947337	0.03898489903587205	0.015045462923328354
зала	0.044853735995157344	0.05903400084135803	0.006365276526441597
дама	0.022173878599437577	0.01905188591700838	0.0032712150325360945
стул	0.026754246817420033	0.034534981293875146	0.005074611670737381
счесть	0.008890182005643435	0.01842059837556886	0.001422593521682812
потребовать	0.02964094278716036	0.07856104543911359	0.023739660081231198
возражать	0.024795660818315825	0.030347458658826997	0.00528624884077571
ударять	0.003324037159602137	0.0017920330795651146	0.0016260972392981275
останавливать	0.02971867100884334	0.0339964092480283	0.0036415139459077487
скрываться	0.008558743463346695	0.017726737119778065	0.001652341184389736
подавать	0.031495444019680276	0.04899699665847288	0.002547505515774118
полицейский	0.004393180772488591	0.004954972592063996	9.985753830978062e-05
похожий	0.0018301416719365253	0.004975651008456501	0.0008523616420596455
улица	0.023184224930140558	0.027031644169571517	0.0007145383373459142
снова	0.019433601992582223	0.01683770597979522	0.0018647003836135816
вернуться	0.09076817403603922	0.07904458210986673	0.017230936844100125
увидеть	0.0315993015357291	0.05054322046218189	0.01678336011673844
убегать	0.026033493917545815	0.026625468236055324	0.01577082666877331
отвратительный	0.025057715208141512	0.0173701873217576	0.0025081178979039402
сцена	0.004909476943358126	0.009500748083884167	0.0007685650320268818
кричать	0.016035103124190955	0.013967000147984765	0.011962460203772642
угол	0.020103480243977727	0.02781579378319744	0.00015178864291732065
двор	0.019028209141586764	0.02957282537660556	0.0030954016264181507
укладывать	0.014848227047367758	0.02938767696192436	0.001435122621992585
удар	0.007857424742258147	0.006991950548459862	0.0020607009026269905
опускать	0.02556480570743304	0.013199958886183076	0.009118175676561088
удовлетворение	0.048399024184781855	0.0318287434597338	0.010026190896795725
произносить	0.01495319593922872	0.008574769792799286	0.003239408452758723
выводить	0.040175945337889096	0.04126213757063764	0.01486745744799456
собирать	0.009836999411486975	0.01704278063395415	0.004199852893333093
товарищ	0.013704010576198935	0.013508359228156672	0.0011606647116492801
команда	0.02774583207277124	0.03547642648602648	4.851762655400756e-06
еврей	0.004453374974229335	0.005984997642192846	0.0011915166772892398
отыскивать	0.008851336684117434	0.020208464409532167	0.004394586257681862
начинаться	0.04084335644216121	0.05733982439787205	0.02013607367666985
кончаться	0.027521927445097044	0.039645649359630004	0.002271174378545714
некоторый	0.021398099915603912	0.01222995716159395	0.011880539579577918
сущность	0.032778237159689874	0.027210246424769463	0.0006767395818934118
таков	0.0063906933912520605	0.021220778662865737	0.001717829004905045
подробность	0.020511096382206204	0.03098350881636578	0.0038036217114458567
неверный	0.01975380101710316	0.011458240057423118	0.010084371433555051
поправлять	0.004587156317962478	0.011190301635925548	0.00021336923095990507
газета	0.03568238942870067	0.03600541377739442	0.00100757186915301
известие	0.022628297654751817	0.026177550609932494	0.0024501754708918296
преступник	0.01864390175650531	0.02983691349337769	0.004121491671273941
воспитывать	0.025230540005031717	0.03889790002585456	0.006909230115781146
сочувствовать	0.03325042500572368	0.05486163066012331	0.004314103544574761
род	0.0064611857822847694	0.008682091904831157	2.8685405431137438e-05
точно	0.008066472519238789	0.011026553510893279	0.004272205725075309
молчание	0.017160123394591	0.015986006390588996	0.005111046680369922
важно	0.011307869387665398	0.01897062856249569	0.028208554064011047
интересно	0.051648621431330144	0.05390712292129386	0.015008941664870754
сочувствие	0.047646773934883986	0.03471919902423913	0.01548956464636191
назначать	0.015587410310653988	0.03497426279092952	0.001200383967643692
обыкновенно	0.015013773852300176	0.01982083735905345	0.00031153626664118266
прекращаться	0.021389121630618065	0.017058506637971475	0.00498256388756805
возвращение	0.033137149917997474	0.0295772753860366	0.009746959746250587
звание	0.012062712106289002	0.01578876991854943	0.0009209742614146317
александра	0.05259498305936942	0.0546748867495761	0.0125663332792871
александр	0.07156766100469489	0.0732398129608379	0.021831885074442055
почему-то	0.01104228783111861	0.02738769836160245	0.006473977465856161
христианин	0.022961249100872307	0.025557296053790132	0.016440640698283486
дуэль	0.012618836015149423	0.007005574872549995	2.51193927457715e-05
король	0.0046322966794630615	0.0035269544447901094	0.001036764587146119
прямо	0.006428145560609043	0.01591338960302325	8.756423057655763e-06
предписывать	0.00293736813332868	0.023786372250661315	0.005194118284452594
пропадать	0.005966953075197236	0.007686336953969206	0.0008224011715461907
принцип	0.019775960416964375	0.030025865935525094	0.0016149499029433462
государь	0.028198341779226106	0.019824218992048302	0.00206188813304166
одобрять	0.018877834074383038	0.029629137623301473	0.005809306057309441
случаться	0.020857012497398	0.04758057741326184	0.0031540875937771137
нечто	0.019086591624142783	0.029199127763522598	0.007253106825896343
раскладывать	0.0018523814519708134	0.012321356904085728	0.004643328924670789
представлять	0.03730766633170168	0.04022903908679435	0.007252998629391494
неприятный	0.045798524795841386	0.048996196474608594	0.021039194732485538
соединение	0.006251673254373432	0.011463486373842877	0.00021333698861536305
гвардия	0.036060416008465324	0.034344469351570164	0.011146701244986332
цвет	0.006011803205230001	0.008461390496380863	0.0013121202569351571
теперешний	0.01843671872367156	0.027589295926406222	0.0009532229038194426
разделение	0.006936912769305854	0.021152689699504398	0.001853398935137423
избирать	0.010107655069649491	0.027632488633774696	0.0002492451780138323
грубый	0.014825429767672857	0.013212321630431087	0.0012511355300001566
взгляд	0.01986758095194494	0.028926068665826216	0.004047149801539189
нелепый	0.01563155087489874	0.029189830186463032	0.005599846397983737
слыхать	0.034899936144525884	0.04335540760841362	0.007386781819383695
честный	0.01501458443727311	0.022538695867090737	0.00046311569754191453
главное	0.023576999249609727	0.013523338859379244	0.0013271254863986535
вполне	0.038797114738885245	0.02559279988279928	0.005006232053412496
притворяться	0.01012620862143138	0.016229577996225843	0.0008190603199777856
сильный	0.015067366623477968	0.01300977582797105	0.0045155086881997625
мнение	0.05170960907732121	0.05367872034514427	0.014837824898285949
следить	0.02093936745058679	0.020349184078233256	0.0017607525498479963
генерал	0.03121504477900467	0.029766042692288542	0.013031349035270947
считаться	0.012490491847767904	0.03228592128327145	0.007370305894502116
ответ	0.03151153729754317	0.03740791644337215	0.0048429859280669655
смело	0.00858118534098769	0.005519764946809287	0.002735925697404567
усиливаться	0.015831459418324284	0.02301794526049671	0.005732844154212941
доводить	0.01699737790763071	0.02829306288518694	0.0014276368028447962
противоречить	0.035566621977624654	0.05068674883461425	0.008597987090766774
природа	0.02153388749974416	0.01619223884129141	0.0009118047605164405
дорого	0.023531933104758786	0.029533038456486246	0.009016091062053852
равный	0.01864064839485083	0.017380797616553482	0.00034182945584087436
неужели	0.04788246491133011	0.06138960657470383	0.003984590928598978
переводить	0.033375164907593104	0.03845539218087787	0.008032350399694218
спина	0.020187007553026392	0.019787518551770505	0.014143051715681539
обязательный	0.006387961903954905	0.01188537763321898	0.0012417532000309774
многий	0.019360136099550226	0.0198545789117999	0.013350411523944812
каторга	0.018545020077301303	0.025062930843781864	0.0035142767952759993
семья	0.01958833524065563	0.02821920396092564	0.010883685299811686
убеждение	0.0705719056598537	0.09127573372559798	0.014915278488493793
новость	0.011225897135502209	0.020183579293568076	0.00018649618175796116
держаться	0.006844858962062563	0.010277774747665837	0.0014112787479670743
спокойно	0.025212339443878625	0.023181532579314806	0.003543879499122896
хотеться	0.05840754157884544	0.07081198462916748	0.027695933515805782
холодный	0.017588784447975524	0.015392848539360144	0.004233735967198484
оружие	0.0096091343751002	0.016168469110765808	0.003466240584561538
сходиться	0.03607082934067059	0.03316711481894781	0.0034907165479368903
точка	0.005041757411118556	0.012415073470971583	0.0002020713013305176
зрение	0.009049369042569758	0.013856975784739897	0.0020751947468443635
отрицание	0.013281852462485108	0.03870763567924601	0.0013916238806061844
самоотвержение	0.01897078669216786	0.018697411173286504	0.0004675630263218967
оправдание	0.017908321573713616	0.04450745870644203	0.00682463283508839
возможный	0.03801309676202857	0.032379061739694175	0.010951367088111124
