Lemma	T19_w2v	T19_ft	TA_ft
уважать	0.05212229340158721	0.0570553357454994	0.027382815847132154
действительно	0.02855079382697746	0.019316944837939838	0.004647547545400801
заслуживать	0.01970624176755988	0.018611053363771456	0.0013692592285977354
уважение	0.036657023768062	0.028863601380138465	0.013596521401721573
притча	0.01061944469008693	0.013620226069117851	0.014780242028315169
богач	0.009008955257306174	0.014110195845021786	0.001941957979907038
утро	0.06589059202627585	0.05906268454695169	0.021214070117910214
вечер	0.0644317222965491	0.05593162411264829	0.025776010251529913
ворота	0.030232948056212385	0.03369064811496349	0.0010188833649466334
покрывать	0.002048885939389657	0.00018014278430972713	7.073658231876943e-05
звать	0.013590600624039264	0.02677440381594498	0.0004454689776110504
желать	0.061791165217020716	0.07588204684252386	0.018450368928791885
падать	0.002055217240912837	0.002970134332963128	0.0022907475904701087
стол	0.02717246194815979	0.03495694268823425	0.005301678543356847
собака	0.016596252330078172	0.016103111742076258	0.00026630649804178057
рана	0.009363948397057698	0.012170812481382237	1.583001095026983e-05
относить	0.01677931427473316	0.03722306900908994	0.006537307945803147
ад	0.006478911250500544	0.014522471636315402	0.0011726309535920938
мучение	0.039432235620345535	0.0332438727973902	0.014470652508635514
увидать	0.08028175885893751	0.05939005838766886	0.013640051408333869
привыкать	0.024620721209494337	0.032481521489830356	0.006028174520018518
приказывать	0.04988480334931102	0.07353064877372914	0.004399510522766906
вода	0.0029509783374291458	0.0021291782617615723	0.0005852929728337789
палец	0.012380558513700813	0.02665586479455712	0.0037368197777244176
язык	0.028460879291021583	0.03558355353779408	0.0009403947142384073
наслаждаться	0.008651518313250724	0.015342993085851526	0.003176824216835829
страдать	0.030559074868950004	0.03117081060206494	0.011119442771897655
сообщаться	0.0010776798006137513	0.014279531086280516	0.001122755872167535
привычка	0.01639168900353007	0.02589637906085157	0.00415181413590354
крайний	0.011160551906755457	0.005111183202234142	0.0010770474109818556
мера	0.024888125845542782	0.011269775787253963	0.0009961392432536922
живой	0.006641515196990525	0.004961367363236836	0.0016331604816316493
верить	0.0782531039787476	0.0682079007014006	0.03239396145848414
поверять	0.06009044602212814	0.03801105547659384	0.012307256352968006
приходить	0.09083817890671249	0.07935030359383251	0.015671715408691136
являться	0.0187713330455177	0.028366010379649954	0.0026219051375263747
отказываться	0.04613953536015174	0.0549125304462509	0.008308874206464225
отречение	0.021304258299853374	0.03682251022629035	0.0033915652148318767
возвращаться	0.07231141650226686	0.07356304636220808	0.018727221053905986
радостно	0.02069750245231319	0.02402130845696089	0.008664320427335136
слушать	0.0475721917608316	0.03805670840440178	0.015736572026735413
повиноваться	0.01808933618361846	0.014941914347636216	0.004210402394916914
уничтожать	0.021305211925259644	0.02967356486894557	0.004574297489690565
восторженный	0.009831083604681436	0.014265819427528074	0.005312433557921736
состояние	0.021023853765868517	0.008790042665764641	0.0007335320209063568
понимание	0.04865505581173753	0.03435032174827902	0.012137192672494563
раскрывать	0.006972357257926224	0.019104792069097046	0.0069802253499299145
умный	0.01439008521287818	0.025300957232275524	0.0012750449336131613
ученый	0.016952551001202135	0.016630822001944795	0.0004993480456796348
особенно	0.05756586381637294	0.06331606714387036	0.017618549748172615
простой	0.016298222844342354	0.015974474875788524	0.005844969945804945
именно	0.0457008594548393	0.018193855390093706	0.012877562537123985
сознавать	0.024447940227591284	0.056639111040594485	0.007216586894426131
